id,price
100178,5138395.94
100179,5138395.94
100180,5138395.94
100181,5138395.94
100182,5138395.94
100183,5138395.94
100184,5138395.94
100185,5138395.94
100186,5138395.94
100187,5138395.94
100188,5138395.94
100189,5138395.94
100190,5138395.94
100191,5138395.94
100192,5138395.94
100193,5138395.94
100194,5138395.94
100195,5138395.94
100196,5138395.94
100197,5138395.94
100198,5138395.94
100199,5138395.94
100200,5138395.94
100201,5138395.94
100202,5138395.94
100203,5138395.94
100204,5138395.94
100205,5138395.94
100206,5138395.94
100207,5138395.94
100208,5138395.94
100209,5138395.94
100210,5138395.94
100211,5138395.94
100212,5138395.94
100213,5138395.94
100214,5138395.94
100215,5138395.94
100216,5138395.94
100217,5138395.94
100218,5138395.94
100219,5138395.94
100220,5138395.94
100221,5138395.94
100222,5138395.94
100223,5138395.94
100224,5138395.94
100225,5138395.94
100226,5138395.94
100227,5138395.94
100228,5138395.94
100229,5138395.94
100230,5138395.94
100231,5138395.94
100232,5138395.94
100233,5138395.94
100234,5138395.94
100235,5138395.94
100236,5138395.94
100237,5138395.94
100238,5138395.94
100239,5138395.94
100240,5138395.94
100241,5138395.94
100242,5138395.94
100243,5138395.94
100244,5138395.94
100245,5138395.94
100246,5138395.94
100247,5138395.94
100248,5138395.94
100249,5138395.94
100250,5138395.94
100251,5138395.94
100252,5138395.94
100253,5138395.94
100254,5138395.94
100255,5138395.94
100256,5138395.94
100257,5138395.94
100258,5138395.94
100259,5138395.94
100260,5138395.94
100261,5138395.94
100262,5138395.94
100263,5138395.94
100264,5138395.94
100265,5138395.94
100266,5138395.94
100267,5138395.94
100268,5138395.94
100269,5138395.94
100270,5138395.94
100271,5138395.94
100272,5138395.94
100273,5138395.94
100274,5138395.94
100275,5138395.94
100276,5138395.94
100277,5138395.94
100278,5138395.94
100279,5138395.94
100280,5138395.94
100281,5138395.94
100282,5138395.94
100283,5138395.94
100284,5138395.94
100285,5138395.94
100286,5138395.94
100287,5138395.94
100288,5138395.94
100289,5138395.94
100290,5138395.94
100291,5138395.94
100292,5138395.94
100293,5138395.94
100294,5138395.94
100295,5138395.94
100296,5138395.94
100297,5138395.94
100298,5138395.94
100299,5138395.94
100300,5138395.94
100301,5138395.94
100302,5138395.94
100303,5138395.94
100304,5138395.94
100305,5138395.94
100306,5138395.94
100307,5138395.94
100308,5138395.94
100309,5138395.94
100310,5138395.94
100311,5138395.94
100312,5138395.94
100313,5138395.94
100314,5138395.94
100315,5138395.94
100316,5138395.94
100317,5138395.94
100318,5138395.94
100319,5138395.94
100320,5138395.94
100321,5138395.94
100322,5138395.94
100323,5138395.94
100324,5138395.94
100325,5138395.94
100326,5138395.94
100327,5138395.94
100328,5138395.94
100329,5138395.94
100330,5138395.94
100331,5138395.94
100332,5138395.94
100333,5138395.94
100334,5138395.94
100335,5138395.94
100336,5138395.94
100337,5138395.94
100338,5138395.94
100339,5138395.94
100340,5138395.94
100341,5138395.94
100342,5138395.94
100343,5138395.94
100344,5138395.94
100345,5138395.94
100346,5138395.94
100347,5138395.94
100348,5138395.94
100349,5138395.94
100350,5138395.94
100351,5138395.94
100352,5138395.94
100353,5138395.94
100354,5138395.94
100355,5138395.94
100356,5138395.94
100357,5138395.94
100358,5138395.94
100359,5138395.94
100360,5138395.94
100361,5138395.94
100362,5138395.94
100363,5138395.94
100364,5138395.94
100365,5138395.94
100366,5138395.94
100367,5138395.94
100368,5138395.94
100369,5138395.94
100370,5138395.94
100371,5138395.94
100372,5138395.94
100373,5138395.94
100374,5138395.94
100375,5138395.94
100376,5138395.94
100377,5138395.94
100378,5138395.94
100379,5138395.94
100380,5138395.94
100381,5138395.94
100382,5138395.94
100383,5138395.94
100384,5138395.94
100385,5138395.94
100386,5138395.94
100387,5138395.94
100388,5138395.94
100389,5138395.94
100390,5138395.94
100391,5138395.94
100392,5138395.94
100393,5138395.94
100394,5138395.94
100395,5138395.94
100396,5138395.94
100397,5138395.94
100398,5138395.94
100399,5138395.94
100400,5138395.94
100401,5138395.94
100402,5138395.94
100403,5138395.94
100404,5138395.94
100405,5138395.94
100406,5138395.94
100407,5138395.94
100408,5138395.94
100409,5138395.94
100410,5138395.94
100411,5138395.94
100412,5138395.94
100413,5138395.94
100414,5138395.94
100415,5138395.94
100416,5138395.94
100417,5138395.94
100418,5138395.94
100419,5138395.94
100420,5138395.94
100421,5138395.94
100422,5138395.94
100423,5138395.94
100424,5138395.94
100425,5138395.94
100426,5138395.94
100427,5138395.94
100428,5138395.94
100429,5138395.94
100430,5138395.94
100431,5138395.94
100432,5138395.94
100433,5138395.94
100434,5138395.94
100435,5138395.94
100436,5138395.94
100437,5138395.94
100438,5138395.94
100439,5138395.94
100440,5138395.94
100441,5138395.94
100442,5138395.94
100443,5138395.94
100444,5138395.94
100445,5138395.94
100446,5138395.94
100447,5138395.94
100448,5138395.94
100449,5138395.94
100450,5138395.94
100451,5138395.94
100452,5138395.94
100453,5138395.94
100454,5138395.94
100455,5138395.94
100456,5138395.94
100457,5138395.94
100458,5138395.94
100459,5138395.94
100460,5138395.94
100461,5138395.94
100462,5138395.94
100463,5138395.94
100464,5138395.94
100465,5138395.94
100466,5138395.94
100467,5138395.94
100468,5138395.94
100469,5138395.94
100470,5138395.94
100471,5138395.94
100472,5138395.94
100473,5138395.94
100474,5138395.94
100475,5138395.94
100476,5138395.94
100477,5138395.94
100478,5138395.94
100479,5138395.94
100480,5138395.94
100481,5138395.94
100482,5138395.94
100483,5138395.94
100484,5138395.94
100485,5138395.94
100486,5138395.94
100487,5138395.94
100488,5138395.94
100489,5138395.94
100490,5138395.94
100491,5138395.94
100492,5138395.94
100493,5138395.94
100494,5138395.94
100495,5138395.94
100496,5138395.94
100497,5138395.94
100498,5138395.94
100499,5138395.94
100500,5138395.94
100501,5138395.94
100502,5138395.94
100503,5138395.94
100504,5138395.94
100505,5138395.94
100506,5138395.94
100507,5138395.94
100508,5138395.94
100509,5138395.94
100510,5138395.94
100511,5138395.94
100512,5138395.94
100513,5138395.94
100514,5138395.94
100515,5138395.94
100516,5138395.94
100517,5138395.94
100518,5138395.94
100519,5138395.94
100520,5138395.94
100521,5138395.94
100522,5138395.94
100523,5138395.94
100524,5138395.94
100525,5138395.94
100526,5138395.94
100527,5138395.94
100528,5138395.94
100529,5138395.94
100530,5138395.94
100531,5138395.94
100532,5138395.94
100533,5138395.94
100534,5138395.94
100535,5138395.94
100536,5138395.94
100537,5138395.94
100538,5138395.94
100539,5138395.94
100540,5138395.94
100541,5138395.94
100542,5138395.94
100543,5138395.94
100544,5138395.94
100545,5138395.94
100546,5138395.94
100547,5138395.94
100548,5138395.94
100549,5138395.94
100550,5138395.94
100551,5138395.94
100552,5138395.94
100553,5138395.94
100554,5138395.94
100555,5138395.94
100556,5138395.94
100557,5138395.94
100558,5138395.94
100559,5138395.94
100560,5138395.94
100561,5138395.94
100562,5138395.94
100563,5138395.94
100564,5138395.94
100565,5138395.94
100566,5138395.94
100567,5138395.94
100568,5138395.94
100569,5138395.94
100570,5138395.94
100571,5138395.94
100572,5138395.94
100573,5138395.94
100574,5138395.94
100575,5138395.94
100576,5138395.94
100577,5138395.94
100578,5138395.94
100579,5138395.94
100580,5138395.94
100581,5138395.94
100582,5138395.94
100583,5138395.94
100584,5138395.94
100585,5138395.94
100586,5138395.94
100587,5138395.94
100588,5138395.94
100589,5138395.94
100590,5138395.94
100591,5138395.94
100592,5138395.94
100593,5138395.94
100594,5138395.94
100595,5138395.94
100596,5138395.94
100597,5138395.94
100598,5138395.94
100599,5138395.94
100600,5138395.94
100601,5138395.94
100602,5138395.94
100603,5138395.94
100604,5138395.94
100605,5138395.94
100606,5138395.94
100607,5138395.94
100608,5138395.94
100609,5138395.94
100610,5138395.94
100611,5138395.94
100612,5138395.94
100613,5138395.94
100614,5138395.94
100615,5138395.94
100616,5138395.94
100617,5138395.94
100618,5138395.94
100619,5138395.94
100620,5138395.94
100621,5138395.94
100622,5138395.94
100623,5138395.94
100624,5138395.94
100625,5138395.94
100626,5138395.94
100627,5138395.94
100628,5138395.94
100629,5138395.94
100630,5138395.94
100631,5138395.94
100632,5138395.94
100633,5138395.94
100634,5138395.94
100635,5138395.94
100636,5138395.94
100637,5138395.94
100638,5138395.94
100639,5138395.94
100640,5138395.94
100641,5138395.94
100642,5138395.94
100643,5138395.94
100644,5138395.94
100645,5138395.94
100646,5138395.94
100647,5138395.94
100648,5138395.94
100649,5138395.94
100650,5138395.94
100651,5138395.94
100652,5138395.94
100653,5138395.94
100654,5138395.94
100655,5138395.94
100656,5138395.94
100657,5138395.94
100658,5138395.94
100659,5138395.94
100660,5138395.94
100661,5138395.94
100662,5138395.94
100663,5138395.94
100664,5138395.94
100665,5138395.94
100666,5138395.94
100667,5138395.94
100668,5138395.94
100669,5138395.94
100670,5138395.94
100671,5138395.94
100672,5138395.94
100673,5138395.94
100674,5138395.94
100675,5138395.94
100676,5138395.94
100677,5138395.94
100678,5138395.94
100679,5138395.94
100680,5138395.94
100681,5138395.94
100682,5138395.94
100683,5138395.94
100684,5138395.94
100685,5138395.94
100686,5138395.94
100687,5138395.94
100688,5138395.94
100689,5138395.94
100690,5138395.94
100691,5138395.94
100692,5138395.94
100693,5138395.94
100694,5138395.94
100695,5138395.94
100696,5138395.94
100697,5138395.94
100698,5138395.94
100699,5138395.94
100700,5138395.94
100701,5138395.94
100702,5138395.94
100703,5138395.94
100704,5138395.94
100705,5138395.94
100706,5138395.94
100707,5138395.94
100708,5138395.94
100709,5138395.94
100710,5138395.94
100711,5138395.94
100712,5138395.94
100713,5138395.94
100714,5138395.94
100715,5138395.94
100716,5138395.94
100717,5138395.94
100718,5138395.94
100719,5138395.94
100720,5138395.94
100721,5138395.94
100722,5138395.94
100723,5138395.94
100724,5138395.94
100725,5138395.94
100726,5138395.94
100727,5138395.94
100728,5138395.94
100729,5138395.94
100730,5138395.94
100731,5138395.94
100732,5138395.94
100733,5138395.94
100734,5138395.94
100735,5138395.94
100736,5138395.94
100737,5138395.94
100738,5138395.94
100739,5138395.94
100740,5138395.94
100741,5138395.94
100742,5138395.94
100743,5138395.94
100744,5138395.94
100745,5138395.94
100746,5138395.94
100747,5138395.94
100748,5138395.94
100749,5138395.94
100750,5138395.94
100751,5138395.94
100752,5138395.94
100753,5138395.94
100754,5138395.94
100755,5138395.94
100756,5138395.94
100757,5138395.94
100758,5138395.94
100759,5138395.94
100760,5138395.94
100761,5138395.94
100762,5138395.94
100763,5138395.94
100764,5138395.94
100765,5138395.94
100766,5138395.94
100767,5138395.94
100768,5138395.94
100769,5138395.94
100770,5138395.94
100771,5138395.94
100772,5138395.94
100773,5138395.94
100774,5138395.94
100775,5138395.94
100776,5138395.94
100777,5138395.94
100778,5138395.94
100779,5138395.94
100780,5138395.94
100781,5138395.94
100782,5138395.94
100783,5138395.94
100784,5138395.94
100785,5138395.94
100786,5138395.94
100787,5138395.94
100788,5138395.94
100789,5138395.94
100790,5138395.94
100791,5138395.94
100792,5138395.94
100793,5138395.94
100794,5138395.94
100795,5138395.94
100796,5138395.94
100797,5138395.94
100798,5138395.94
100799,5138395.94
100800,5138395.94
100801,5138395.94
100802,5138395.94
100803,5138395.94
100804,5138395.94
100805,5138395.94
100806,5138395.94
100807,5138395.94
100808,5138395.94
100809,5138395.94
100810,5138395.94
100811,5138395.94
100812,5138395.94
100813,5138395.94
100814,5138395.94
100815,5138395.94
100816,5138395.94
100817,5138395.94
100818,5138395.94
100819,5138395.94
100820,5138395.94
100821,5138395.94
100822,5138395.94
100823,5138395.94
100824,5138395.94
100825,5138395.94
100826,5138395.94
100827,5138395.94
100828,5138395.94
100829,5138395.94
100830,5138395.94
100831,5138395.94
100832,5138395.94
100833,5138395.94
100834,5138395.94
100835,5138395.94
100836,5138395.94
100837,5138395.94
100838,5138395.94
100839,5138395.94
100840,5138395.94
100841,5138395.94
100842,5138395.94
100843,5138395.94
100844,5138395.94
100845,5138395.94
100846,5138395.94
100847,5138395.94
100848,5138395.94
100849,5138395.94
100850,5138395.94
100851,5138395.94
100852,5138395.94
100853,5138395.94
100854,5138395.94
100855,5138395.94
100856,5138395.94
100857,5138395.94
100858,5138395.94
100859,5138395.94
100860,5138395.94
100861,5138395.94
100862,5138395.94
100863,5138395.94
100864,5138395.94
100865,5138395.94
100866,5138395.94
100867,5138395.94
100868,5138395.94
100869,5138395.94
100870,5138395.94
100871,5138395.94
100872,5138395.94
100873,5138395.94
100874,5138395.94
100875,5138395.94
100876,5138395.94
100877,5138395.94
100878,5138395.94
100879,5138395.94
100880,5138395.94
100881,5138395.94
100882,5138395.94
100883,5138395.94
100884,5138395.94
100885,5138395.94
100886,5138395.94
100887,5138395.94
100888,5138395.94
100889,5138395.94
100890,5138395.94
100891,5138395.94
100892,5138395.94
100893,5138395.94
100894,5138395.94
100895,5138395.94
100896,5138395.94
100897,5138395.94
100898,5138395.94
100899,5138395.94
100900,5138395.94
100901,5138395.94
100902,5138395.94
100903,5138395.94
100904,5138395.94
100905,5138395.94
100906,5138395.94
100907,5138395.94
100908,5138395.94
100909,5138395.94
100910,5138395.94
100911,5138395.94
100912,5138395.94
100913,5138395.94
100914,5138395.94
100915,5138395.94
100916,5138395.94
100917,5138395.94
100918,5138395.94
100919,5138395.94
100920,5138395.94
100921,5138395.94
100922,5138395.94
100923,5138395.94
100924,5138395.94
100925,5138395.94
100926,5138395.94
100927,5138395.94
100928,5138395.94
100929,5138395.94
100930,5138395.94
100931,5138395.94
100932,5138395.94
100933,5138395.94
100934,5138395.94
100935,5138395.94
100936,5138395.94
100937,5138395.94
100938,5138395.94
100939,5138395.94
100940,5138395.94
100941,5138395.94
100942,5138395.94
100943,5138395.94
100944,5138395.94
100945,5138395.94
100946,5138395.94
100947,5138395.94
100948,5138395.94
100949,5138395.94
100950,5138395.94
100951,5138395.94
100952,5138395.94
100953,5138395.94
100954,5138395.94
100955,5138395.94
100956,5138395.94
100957,5138395.94
100958,5138395.94
100959,5138395.94
100960,5138395.94
100961,5138395.94
100962,5138395.94
100963,5138395.94
100964,5138395.94
100965,5138395.94
100966,5138395.94
100967,5138395.94
100968,5138395.94
100969,5138395.94
100970,5138395.94
100971,5138395.94
100972,5138395.94
100973,5138395.94
100974,5138395.94
100975,5138395.94
100976,5138395.94
100977,5138395.94
100978,5138395.94
100979,5138395.94
100980,5138395.94
100981,5138395.94
100982,5138395.94
100983,5138395.94
100984,5138395.94
100985,5138395.94
100986,5138395.94
100987,5138395.94
100988,5138395.94
100989,5138395.94
100990,5138395.94
100991,5138395.94
100992,5138395.94
100993,5138395.94
100994,5138395.94
100995,5138395.94
100996,5138395.94
100997,5138395.94
100998,5138395.94
100999,5138395.94
101000,5138395.94
101001,5138395.94
101002,5138395.94
101003,5138395.94
101004,5138395.94
101005,5138395.94
101006,5138395.94
101007,5138395.94
101008,5138395.94
101009,5138395.94
101010,5138395.94
101011,5138395.94
101012,5138395.94
101013,5138395.94
101014,5138395.94
101015,5138395.94
101016,5138395.94
101017,5138395.94
101018,5138395.94
101019,5138395.94
101020,5138395.94
101021,5138395.94
101022,5138395.94
101023,5138395.94
101024,5138395.94
101025,5138395.94
101026,5138395.94
101027,5138395.94
101028,5138395.94
101029,5138395.94
101030,5138395.94
101031,5138395.94
101032,5138395.94
101033,5138395.94
101034,5138395.94
101035,5138395.94
101036,5138395.94
101037,5138395.94
101038,5138395.94
101039,5138395.94
101040,5138395.94
101041,5138395.94
101042,5138395.94
101043,5138395.94
101044,5138395.94
101045,5138395.94
101046,5138395.94
101047,5138395.94
101048,5138395.94
101049,5138395.94
101050,5138395.94
101051,5138395.94
101052,5138395.94
101053,5138395.94
101054,5138395.94
101055,5138395.94
101056,5138395.94
101057,5138395.94
101058,5138395.94
101059,5138395.94
101060,5138395.94
101061,5138395.94
101062,5138395.94
101063,5138395.94
101064,5138395.94
101065,5138395.94
101066,5138395.94
101067,5138395.94
101068,5138395.94
101069,5138395.94
101070,5138395.94
101071,5138395.94
101072,5138395.94
101073,5138395.94
101074,5138395.94
101075,5138395.94
101076,5138395.94
101077,5138395.94
101078,5138395.94
101079,5138395.94
101080,5138395.94
101081,5138395.94
101082,5138395.94
101083,5138395.94
101084,5138395.94
101085,5138395.94
101086,5138395.94
101087,5138395.94
101088,5138395.94
101089,5138395.94
101090,5138395.94
101091,5138395.94
101092,5138395.94
101093,5138395.94
101094,5138395.94
101095,5138395.94
101096,5138395.94
101097,5138395.94
101098,5138395.94
101099,5138395.94
101100,5138395.94
101101,5138395.94
101102,5138395.94
101103,5138395.94
101104,5138395.94
101105,5138395.94
101106,5138395.94
101107,5138395.94
101108,5138395.94
101109,5138395.94
101110,5138395.94
101111,5138395.94
101112,5138395.94
101113,5138395.94
101114,5138395.94
101115,5138395.94
101116,5138395.94
101117,5138395.94
101118,5138395.94
101119,5138395.94
101120,5138395.94
101121,5138395.94
101122,5138395.94
101123,5138395.94
101124,5138395.94
101125,5138395.94
101126,5138395.94
101127,5138395.94
101128,5138395.94
101129,5138395.94
101130,5138395.94
101131,5138395.94
101132,5138395.94
101133,5138395.94
101134,5138395.94
101135,5138395.94
101136,5138395.94
101137,5138395.94
101138,5138395.94
101139,5138395.94
101140,5138395.94
101141,5138395.94
101142,5138395.94
101143,5138395.94
101144,5138395.94
101145,5138395.94
101146,5138395.94
101147,5138395.94
101148,5138395.94
101149,5138395.94
101150,5138395.94
101151,5138395.94
101152,5138395.94
101153,5138395.94
101154,5138395.94
101155,5138395.94
101156,5138395.94
101157,5138395.94
101158,5138395.94
101159,5138395.94
101160,5138395.94
101161,5138395.94
101162,5138395.94
101163,5138395.94
101164,5138395.94
101165,5138395.94
101166,5138395.94
101167,5138395.94
101168,5138395.94
101169,5138395.94
101170,5138395.94
101171,5138395.94
101172,5138395.94
101173,5138395.94
101174,5138395.94
101175,5138395.94
101176,5138395.94
101177,5138395.94
101178,5138395.94
101179,5138395.94
101180,5138395.94
101181,5138395.94
101182,5138395.94
101183,5138395.94
101184,5138395.94
101185,5138395.94
101186,5138395.94
101187,5138395.94
101188,5138395.94
101189,5138395.94
101190,5138395.94
101191,5138395.94
101192,5138395.94
101193,5138395.94
101194,5138395.94
101195,5138395.94
101196,5138395.94
101197,5138395.94
101198,5138395.94
101199,5138395.94
101200,5138395.94
101201,5138395.94
101202,5138395.94
101203,5138395.94
101204,5138395.94
101205,5138395.94
101206,5138395.94
101207,5138395.94
101208,5138395.94
101209,5138395.94
101210,5138395.94
101211,5138395.94
101212,5138395.94
101213,5138395.94
101214,5138395.94
101215,5138395.94
101216,5138395.94
101217,5138395.94
101218,5138395.94
101219,5138395.94
101220,5138395.94
101221,5138395.94
101222,5138395.94
101223,5138395.94
101224,5138395.94
101225,5138395.94
101226,5138395.94
101227,5138395.94
101228,5138395.94
101229,5138395.94
101230,5138395.94
101231,5138395.94
101232,5138395.94
101233,5138395.94
101234,5138395.94
101235,5138395.94
101236,5138395.94
101237,5138395.94
101238,5138395.94
101239,5138395.94
101240,5138395.94
101241,5138395.94
101242,5138395.94
101243,5138395.94
101244,5138395.94
101245,5138395.94
101246,5138395.94
101247,5138395.94
101248,5138395.94
101249,5138395.94
101250,5138395.94
101251,5138395.94
101252,5138395.94
101253,5138395.94
101254,5138395.94
101255,5138395.94
101256,5138395.94
101257,5138395.94
101258,5138395.94
101259,5138395.94
101260,5138395.94
101261,5138395.94
101262,5138395.94
101263,5138395.94
101264,5138395.94
101265,5138395.94
101266,5138395.94
101267,5138395.94
101268,5138395.94
101269,5138395.94
101270,5138395.94
101271,5138395.94
101272,5138395.94
101273,5138395.94
101274,5138395.94
101275,5138395.94
101276,5138395.94
101277,5138395.94
101278,5138395.94
101279,5138395.94
101280,5138395.94
101281,5138395.94
101282,5138395.94
101283,5138395.94
101284,5138395.94
101285,5138395.94
101286,5138395.94
101287,5138395.94
101288,5138395.94
101289,5138395.94
101290,5138395.94
101291,5138395.94
101292,5138395.94
101293,5138395.94
101294,5138395.94
101295,5138395.94
101296,5138395.94
101297,5138395.94
101298,5138395.94
101299,5138395.94
101300,5138395.94
101301,5138395.94
101302,5138395.94
101303,5138395.94
101304,5138395.94
101305,5138395.94
101306,5138395.94
101307,5138395.94
101308,5138395.94
101309,5138395.94
101310,5138395.94
101311,5138395.94
101312,5138395.94
101313,5138395.94
101314,5138395.94
101315,5138395.94
101316,5138395.94
101317,5138395.94
101318,5138395.94
101319,5138395.94
101320,5138395.94
101321,5138395.94
101322,5138395.94
101323,5138395.94
101324,5138395.94
101325,5138395.94
101326,5138395.94
101327,5138395.94
101328,5138395.94
101329,5138395.94
101330,5138395.94
101331,5138395.94
101332,5138395.94
101333,5138395.94
101334,5138395.94
101335,5138395.94
101336,5138395.94
101337,5138395.94
101338,5138395.94
101339,5138395.94
101340,5138395.94
101341,5138395.94
101342,5138395.94
101343,5138395.94
101344,5138395.94
101345,5138395.94
101346,5138395.94
101347,5138395.94
101348,5138395.94
101349,5138395.94
101350,5138395.94
101351,5138395.94
101352,5138395.94
101353,5138395.94
101354,5138395.94
101355,5138395.94
101356,5138395.94
101357,5138395.94
101358,5138395.94
101359,5138395.94
101360,5138395.94
101361,5138395.94
101362,5138395.94
101363,5138395.94
101364,5138395.94
101365,5138395.94
101366,5138395.94
101367,5138395.94
101368,5138395.94
101369,5138395.94
101370,5138395.94
101371,5138395.94
101372,5138395.94
101373,5138395.94
101374,5138395.94
101375,5138395.94
101376,5138395.94
101377,5138395.94
101378,5138395.94
101379,5138395.94
101380,5138395.94
101381,5138395.94
101382,5138395.94
101383,5138395.94
101384,5138395.94
101385,5138395.94
101386,5138395.94
101387,5138395.94
101388,5138395.94
101389,5138395.94
101390,5138395.94
101391,5138395.94
101392,5138395.94
101393,5138395.94
101394,5138395.94
101395,5138395.94
101396,5138395.94
101397,5138395.94
101398,5138395.94
101399,5138395.94
101400,5138395.94
101401,5138395.94
101402,5138395.94
101403,5138395.94
101404,5138395.94
101405,5138395.94
101406,5138395.94
101407,5138395.94
101408,5138395.94
101409,5138395.94
101410,5138395.94
101411,5138395.94
101412,5138395.94
101413,5138395.94
101414,5138395.94
101415,5138395.94
101416,5138395.94
101417,5138395.94
101418,5138395.94
101419,5138395.94
101420,5138395.94
101421,5138395.94
101422,5138395.94
101423,5138395.94
101424,5138395.94
101425,5138395.94
101426,5138395.94
101427,5138395.94
101428,5138395.94
101429,5138395.94
101430,5138395.94
101431,5138395.94
101432,5138395.94
101433,5138395.94
101434,5138395.94
101435,5138395.94
101436,5138395.94
101437,5138395.94
101438,5138395.94
101439,5138395.94
101440,5138395.94
101441,5138395.94
101442,5138395.94
101443,5138395.94
101444,5138395.94
101445,5138395.94
101446,5138395.94
101447,5138395.94
101448,5138395.94
101449,5138395.94
101450,5138395.94
101451,5138395.94
101452,5138395.94
101453,5138395.94
101454,5138395.94
101455,5138395.94
101456,5138395.94
101457,5138395.94
101458,5138395.94
101459,5138395.94
101460,5138395.94
101461,5138395.94
101462,5138395.94
101463,5138395.94
101464,5138395.94
101465,5138395.94
101466,5138395.94
101467,5138395.94
101468,5138395.94
101469,5138395.94
101470,5138395.94
101471,5138395.94
101472,5138395.94
101473,5138395.94
101474,5138395.94
101475,5138395.94
101476,5138395.94
101477,5138395.94
101478,5138395.94
101479,5138395.94
101480,5138395.94
101481,5138395.94
101482,5138395.94
101483,5138395.94
101484,5138395.94
101485,5138395.94
101486,5138395.94
101487,5138395.94
101488,5138395.94
101489,5138395.94
101490,5138395.94
101491,5138395.94
101492,5138395.94
101493,5138395.94
101494,5138395.94
101495,5138395.94
101496,5138395.94
101497,5138395.94
101498,5138395.94
101499,5138395.94
101500,5138395.94
101501,5138395.94
101502,5138395.94
101503,5138395.94
101504,5138395.94
101505,5138395.94
101506,5138395.94
101507,5138395.94
101508,5138395.94
101509,5138395.94
101510,5138395.94
101511,5138395.94
101512,5138395.94
101513,5138395.94
101514,5138395.94
101515,5138395.94
101516,5138395.94
101517,5138395.94
101518,5138395.94
101519,5138395.94
101520,5138395.94
101521,5138395.94
101522,5138395.94
101523,5138395.94
101524,5138395.94
101525,5138395.94
101526,5138395.94
101527,5138395.94
101528,5138395.94
101529,5138395.94
101530,5138395.94
101531,5138395.94
101532,5138395.94
101533,5138395.94
101534,5138395.94
101535,5138395.94
101536,5138395.94
101537,5138395.94
101538,5138395.94
101539,5138395.94
101540,5138395.94
101541,5138395.94
101542,5138395.94
101543,5138395.94
101544,5138395.94
101545,5138395.94
101546,5138395.94
101547,5138395.94
101548,5138395.94
101549,5138395.94
101550,5138395.94
101551,5138395.94
101552,5138395.94
101553,5138395.94
